pso_particles,pso_max_iter,pso_w,pso_w_end,pso_c1,pso_c2,charger_count,weight_load,weight_sensitivity,best_fitness,mean_fitness,std_fitness,mean_load_coverage,mean_avg_sensitivity,mean_runtime,best_selected_nodes
50,100,0.6,0.3,1.5,1.5,10,0.6,0.4,0.41651774739392505,0.4068479274874968,0.00889873484487094,0.5410497981157469,0.20554512154512153,34.464913082122806,"[8, 32, 24, 4, 2, 23, 30, 25, 7, 3]"
100,100,0.6,0.2,2.0,1.5,10,0.6,0.4,0.4198510807272584,0.406846822177374,0.008200063077958538,0.5442799461641992,0.2006971361971362,90.48071579933166,"[19, 7, 25, 30, 24, 2, 32, 4, 8, 3]"
50,100,0.8,0.2,1.5,2.0,10,0.6,0.4,0.4198510807272584,0.40670399129806933,0.009892700433942598,0.5394347240915209,0.2076078921078921,33.60566334724426,"[25, 19, 7, 30, 32, 24, 3, 2, 8, 4]"
50,100,0.7,0.3,2.0,1.5,10,0.6,0.4,0.4131844140605917,0.4066863119533376,0.003970184161340786,0.5491251682368776,0.19302802752802753,33.53489527702332,"[30, 25, 2, 7, 20, 24, 4, 32, 8, 23]"
50,100,0.8,0.2,2.0,2.0,10,0.6,0.4,0.41954152487261503,0.4064728230943574,0.0072024532760647875,0.5475100942126513,0.1949169164169164,39.605697107315066,"[24, 25, 2, 7, 32, 4, 31, 19, 30, 8]"
80,100,0.8,0.3,1.5,2.0,10,0.6,0.4,0.41500585865458006,0.40614048855287077,0.00975864677146286,0.5448183041722745,0.19812376512376512,58.894128036499026,"[30, 24, 3, 23, 7, 32, 2, 25, 19, 8]"
80,100,0.7,0.2,1.5,1.5,10,0.6,0.4,0.41651774739392505,0.40603362040979807,0.006355219618385856,0.5518169582772543,0.1873586136086136,55.5053514957428,"[24, 20, 30, 8, 25, 32, 4, 2, 19, 7]"
50,100,0.8,0.2,1.5,1.5,10,0.6,0.4,0.41451774739392505,0.40602907966864893,0.006243707218776439,0.5410497981157469,0.20349800199800194,33.732466506958005,"[21, 8, 24, 2, 25, 32, 7, 19, 30, 4]"
80,100,0.6,0.3,1.5,2.0,10,0.6,0.4,0.41451774739392505,0.4057431135565408,0.005762028089557557,0.5437415881561238,0.19874540165716637,55.69204702377319,"[32, 7, 24, 2, 8, 21, 25, 19, 30, 4]"
100,100,0.8,0.2,1.5,1.5,10,0.6,0.4,0.4142201123237462,0.4056065928019851,0.005011681112779468,0.5502018842530283,0.1887136556254203,66.85195093154907,"[32, 2, 25, 14, 8, 19, 7, 30, 24, 4]"
